Student_ID,Age,Gender,CGPA,Internships,Projects,Coding_Skills,Communication_Skills,Aptitude_Test_Score,Soft_Skills_Rating,Certifications,Backlogs,Placement_Status,Degree_B.Tech,Degree_BCA,Degree_MCA,Branch_Civil,Branch_ECE,Branch_IT,Branch_ME
5966,18,0,5.37,0,3,4,8,62,4,1,1,0,True,False,False,True,False,False,False
13568,22,0,7.72,0,3,3,5,65,6,1,0,0,False,False,False,False,False,False,True
28638,24,0,6.04,0,3,3,7,54,6,1,1,0,False,False,False,False,False,True,False
41047,24,0,8.64,0,4,5,5,94,6,2,0,1,False,False,True,False,False,True,False
40879,19,0,8.19,1,5,7,4,75,8,2,0,0,False,True,False,False,True,False,False
6762,19,1,6.74,1,4,6,8,67,4,2,1,1,False,True,False,False,True,False,False
42255,23,1,6.96,1,3,4,3,71,8,1,0,0,False,True,False,True,False,False,False
23033,19,1,8.03,3,5,7,6,86,5,2,0,1,True,False,False,False,False,False,True
27410,22,1,9.04,1,5,6,5,82,6,2,0,1,False,False,False,True,False,False,False
47521,21,1,7.61,1,4,6,7,74,6,2,2,0,False,False,False,False,False,False,True
14363,19,0,8.09,1,5,7,5,78,6,2,0,1,False,False,True,False,False,False,True
40101,24,1,7.04,1,3,2,6,55,6,1,0,0,False,True,False,False,False,False,True
24795,22,0,6.52,0,3,4,4,61,7,1,0,0,False,False,False,False,False,False,True
15317,23,0,6.31,0,2,2,5,60,6,1,3,0,False,True,False,False,False,True,False
797,21,1,6.59,1,3,5,6,72,7,2,0,1,False,False,False,False,True,False,False
24402,18,0,5.92,1,3,5,5,82,5,2,1,0,True,False,False,True,False,False,False
25030,19,1,7.27,1,5,9,6,77,8,3,0,1,False,False,True,False,True,False,False
17501,20,1,5.85,0,3,6,5,54,6,2,1,0,False,False,False,False,False,True,False
33157,20,0,7.5,2,4,5,7,64,4,2,1,1,True,False,False,True,False,False,False
17136,20,0,7.08,1,4,6,5,61,6,2,0,1,False,True,False,False,False,False,False
11116,21,0,9.26,2,5,8,5,90,8,3,0,1,True,False,False,True,False,False,False
566,20,0,8.21,1,5,7,5,100,7,3,1,1,False,False,False,False,True,False,False
28149,19,1,6.79,0,3,5,4,68,8,2,1,0,False,False,True,False,False,True,False
36158,22,0,7.06,0,3,4,8,75,7,1,0,0,False,True,False,True,False,False,False
34113,23,0,6.04,1,3,5,6,67,4,2,2,0,False,False,False,False,False,True,False
33813,18,1,7.27,1,5,10,4,78,6,3,2,0,True,False,False,False,False,True,False
13532,20,0,7.56,2,5,8,8,84,5,3,1,1,False,True,False,False,False,False,False
18196,22,0,5.75,0,3,4,4,64,5,1,2,0,False,False,False,False,False,False,False
26571,21,0,5.8,1,3,5,6,43,5,1,1,0,False,False,False,False,False,True,False
42396,24,1,6.12,2,3,5,7,66,4,2,1,0,False,False,False,False,False,False,False
36419,19,1,5.76,0,2,2,8,52,7,1,2,0,True,False,False,False,False,False,True
28823,22,0,8.68,1,5,8,6,73,8,2,0,1,False,True,False,False,False,True,False
6394,24,0,7.59,2,4,7,4,67,5,2,0,0,False,False,False,False,False,False,False
21290,18,1,9.11,2,5,7,4,87,6,2,0,0,False,True,False,False,False,False,True
6805,24,1,6.5,1,3,5,6,79,5,2,0,1,False,False,True,False,False,False,True
19689,24,0,7.38,1,3,4,3,90,6,2,2,0,False,False,False,True,False,False,False
975,21,1,6.54,1,3,5,5,49,6,1,0,0,False,True,False,True,False,False,False
49932,22,1,6.7,0,3,5,6,49,6,1,0,0,False,False,True,False,True,False,False
49123,23,0,6.59,0,4,7,6,62,5,2,2,0,False,True,False,False,False,False,True
35364,24,1,9.16,2,6,9,5,100,5,3,0,1,True,False,False,False,True,False,False
24709,24,0,9.15,1,6,10,5,88,5,3,0,1,False,False,False,False,False,True,False
25786,18,1,7.56,1,4,7,6,74,6,2,0,1,False,False,False,True,False,False,False
10246,19,0,6.3,1,4,7,4,63,3,2,2,0,False,False,True,False,False,False,False
39880,19,0,6.32,1,4,7,5,76,5,2,2,0,False,False,True,False,False,False,True
46152,19,0,7.77,2,4,6,5,90,5,2,2,0,False,False,True,False,False,False,True
30535,20,1,7.38,2,5,10,7,66,4,3,0,1,False,True,False,False,False,False,False
46827,24,1,8.07,1,5,9,7,95,4,3,0,1,False,False,True,False,True,False,False
26034,19,1,7.01,0,3,4,3,70,4,1,0,0,False,True,False,True,False,False,False
48780,22,1,5.07,0,2,2,6,35,8,0,2,0,False,False,False,False,False,False,True
42958,19,0,6.47,1,3,5,8,75,5,2,3,0,False,False,True,False,True,False,False
8967,22,1,8.8,0,4,6,4,74,7,2,0,0,False,True,False,True,False,False,False
8339,21,1,7.63,1,4,6,3,100,5,2,1,0,False,False,False,False,False,True,False
28340,21,1,5.88,1,3,4,1,55,6,1,1,0,False,True,False,True,False,False,False
19747,20,1,5.35,0,2,3,2,44,6,1,2,0,False,False,False,False,True,False,False
25437,24,0,6.38,0,3,4,4,56,5,1,1,0,False,False,False,False,False,True,False
34144,21,1,7.59,0,4,6,4,59,6,2,2,0,False,False,False,True,False,False,False
44239,24,1,6.75,0,2,2,5,79,5,1,0,0,False,True,False,False,True,False,False
9890,22,0,7.27,1,3,3,6,76,6,1,0,0,False,True,False,True,False,False,False
46794,23,1,7.68,2,4,6,5,86,7,2,0,1,True,False,False,False,False,False,False
15719,20,1,7.58,2,4,7,8,64,4,2,0,1,True,False,False,False,False,True,False
2368,24,1,6.79,0,3,5,4,60,6,2,2,0,True,False,False,False,True,False,False
7377,18,0,7.83,1,4,7,3,83,6,2,0,0,False,False,True,False,False,False,False
6443,19,1,6.21,0,3,3,3,64,7,1,1,0,False,False,False,False,False,True,False
25267,23,1,7.12,1,4,6,5,82,4,2,2,0,True,False,False,False,False,True,False
15695,21,1,6.31,0,4,6,5,70,5,2,2,0,False,True,False,False,True,False,False
30610,21,1,4.87,0,1,1,3,53,5,0,2,0,False,False,False,False,False,False,True
46904,22,1,6.97,0,3,5,6,91,7,2,1,1,False,True,False,False,False,False,True
21842,23,1,8.4,1,5,9,6,72,7,3,0,1,False,False,True,False,False,True,False
44303,20,0,6.05,0,3,4,5,66,5,1,3,0,False,True,False,False,True,False,False
40656,19,0,6.99,1,4,6,5,81,7,2,0,1,False,False,True,False,True,False,False
9728,18,1,8.04,1,4,5,6,86,6,2,0,1,True,False,False,False,False,False,True
40939,19,1,4.5,0,1,1,4,59,7,0,1,0,False,False,True,False,False,False,False
29131,20,0,6.38,0,3,4,5,61,5,1,3,0,False,True,False,False,False,False,True
16893,24,1,8.15,1,4,6,8,79,9,2,0,1,False,False,False,False,False,False,False
33505,24,0,7.37,1,5,8,4,88,4,3,0,0,False,False,False,False,False,True,False
23651,24,0,6.54,1,4,7,8,66,6,2,1,1,False,True,False,False,False,False,True
30744,24,0,6.62,0,3,3,7,53,9,1,1,0,False,False,True,True,False,False,False
3478,24,0,6.78,1,4,7,5,73,7,2,0,1,False,False,True,False,False,False,False
39396,18,0,6.71,0,3,3,8,68,4,1,1,0,True,False,False,False,False,False,True
28109,20,1,6.79,0,3,4,4,61,8,1,1,0,False,False,True,True,False,False,False
26965,22,1,7.08,2,5,9,4,61,5,3,0,0,False,True,False,False,False,True,False
20904,22,0,7.78,2,5,8,3,69,5,2,2,0,False,False,True,False,True,False,False
35532,24,0,7.62,1,4,6,5,60,5,2,0,1,False,True,False,False,False,False,False
2164,23,1,5.81,0,4,7,3,70,4,2,3,0,True,False,False,False,False,False,False
42743,21,0,7.08,1,4,7,2,51,7,2,2,0,False,False,True,False,False,True,False
19179,21,0,7.14,1,4,6,8,80,8,2,0,1,False,False,False,False,True,False,False
41621,24,0,8.46,2,6,10,6,74,7,3,0,1,True,False,False,False,False,False,True
47709,21,0,6.19,0,3,3,8,56,5,1,1,0,True,False,False,False,True,False,False
43266,19,1,7.89,1,5,8,4,75,2,2,2,0,True,False,False,False,False,True,False
1212,18,1,6.74,0,4,7,5,70,4,2,0,1,False,False,False,False,True,False,False
44694,19,1,8.5,1,4,5,5,100,6,2,0,1,False,False,False,True,False,False,False
3796,20,0,8.63,0,4,4,7,91,7,2,0,0,False,False,True,False,True,False,False
29353,24,1,6.67,1,4,6,5,73,6,2,0,1,False,False,False,False,False,False,True
48063,24,0,7.03,2,4,7,4,81,4,2,0,0,False,False,True,False,False,True,False
2580,22,1,7.7,0,4,6,7,61,6,2,1,1,False,False,True,False,True,False,False
1254,21,1,6.87,1,4,7,5,85,4,2,0,1,True,False,False,False,False,False,False
24377,19,1,7.3,2,5,8,5,69,6,2,0,1,False,False,False,False,False,False,False
22499,18,0,7.78,1,4,6,6,70,5,2,0,1,False,False,True,False,False,False,True
42536,23,1,6.05,0,3,5,3,75,7,2,3,0,True,False,False,True,False,False,False
19584,22,0,5.47,0,3,4,2,56,5,1,2,0,False,False,True,False,False,True,False
32801,23,0,8.03,2,6,10,6,83,8,3,1,1,False,True,False,False,False,True,False
10665,20,1,6.21,0,4,7,5,73,5,2,1,0,False,False,True,False,False,False,False
11079,21,0,8.0,2,5,8,9,88,5,3,0,1,True,False,False,True,False,False,False
37604,22,0,5.66,0,2,1,6,57,7,0,3,0,True,False,False,False,True,False,False
46256,18,0,8.44,1,5,8,7,84,6,3,0,1,False,False,True,True,False,False,False
9161,23,0,6.15,0,4,6,7,71,6,2,2,0,False,False,False,False,False,False,False
6398,22,0,5.54,1,3,5,6,37,5,1,1,0,False,False,True,False,True,False,False
17978,22,1,8.29,3,5,8,5,62,7,2,0,1,False,True,False,False,True,False,False
38972,19,1,6.55,0,3,4,4,68,6,1,0,0,False,False,True,False,False,False,True
42368,20,1,7.59,2,5,9,8,83,5,3,0,1,False,False,False,False,False,True,False
2593,23,0,7.63,1,5,8,7,78,5,2,0,1,True,False,False,False,False,True,False
4742,20,1,7.17,1,3,3,5,83,6,1,0,0,False,True,False,False,False,False,True
38667,24,0,7.95,1,5,9,6,85,4,3,1,1,False,True,False,False,False,True,False
13641,22,1,6.35,0,3,5,6,73,5,2,2,0,False,True,False,False,True,False,False
23399,18,1,8.18,3,5,7,8,84,6,2,0,1,False,False,True,True,False,False,False
46669,21,1,6.38,0,4,6,9,62,8,2,2,0,False,False,True,False,False,False,True
24731,21,0,6.06,1,3,4,4,41,6,1,3,0,True,False,False,False,False,False,False
10890,22,1,8.39,0,4,6,7,81,5,2,0,1,False,False,False,False,False,False,True
19397,19,0,6.41,0,3,5,2,65,6,2,3,0,False,False,False,False,False,False,True
38635,24,1,7.26,0,4,5,6,72,4,2,0,1,False,False,False,False,False,True,False
48580,23,0,6.99,2,3,5,3,59,7,1,1,0,False,True,False,False,False,False,False
11196,18,0,6.57,0,4,6,6,87,5,2,2,0,False,False,True,False,False,False,False
8306,22,1,7.44,0,4,5,6,70,8,2,1,1,True,False,False,False,True,False,False
25127,22,0,7.55,2,4,6,3,74,7,2,0,0,False,False,False,False,False,False,False
14054,23,0,7.68,2,5,8,6,100,6,3,0,1,False,False,True,False,True,False,False
41037,18,1,6.41,0,4,8,4,56,6,2,1,0,False,True,False,False,False,False,False
46316,22,1,8.03,0,4,4,5,82,6,2,0,0,False,False,True,False,True,False,False
35290,24,0,8.35,1,5,9,7,100,5,3,1,1,False,True,False,False,False,False,False
35172,22,1,6.84,2,3,5,3,90,5,2,0,0,False,False,False,False,False,False,True
31797,22,0,4.95,0,3,5,6,44,5,1,1,0,False,False,False,False,False,False,False
18889,18,0,7.79,0,4,5,4,66,7,2,0,0,False,False,True,False,False,True,False
38615,22,1,4.58,0,2,2,6,58,6,1,2,0,False,True,False,True,False,False,False
42040,19,1,7.68,0,4,5,5,75,6,2,1,1,True,False,False,True,False,False,False
13268,23,1,6.27,1,4,6,5,57,6,2,3,0,True,False,False,False,False,False,False
43822,23,1,6.71,0,3,4,7,60,6,1,0,0,False,False,True,False,False,True,False
43013,24,1,6.43,0,4,7,5,73,5,2,1,0,True,False,False,False,False,True,False
4808,22,0,7.16,1,3,4,5,54,5,1,0,0,False,True,False,False,False,False,True
31804,20,0,6.91,1,4,8,7,67,6,2,0,1,False,False,True,False,False,False,False
27261,22,0,6.12,1,3,4,5,62,6,1,3,0,False,False,False,True,False,False,False
35353,22,1,7.84,3,5,8,7,73,6,2,1,1,False,False,False,False,True,False,False
2419,24,0,7.65,0,3,4,6,95,3,2,0,0,True,False,False,False,True,False,False
43696,20,1,8.92,2,5,7,6,83,7,2,0,1,True,False,False,False,False,True,False
43803,19,0,7.78,2,4,7,7,57,3,2,0,1,False,False,False,False,True,False,False
47823,20,1,7.4,0,4,5,6,83,4,2,1,1,False,True,False,False,False,False,True
21095,19,1,6.41,1,3,5,6,53,7,1,1,0,True,False,False,False,False,True,False
4721,23,1,6.57,1,3,4,5,67,6,1,2,0,False,False,False,False,True,False,False
11,24,1,6.6,2,3,5,5,65,6,2,0,1,True,False,False,False,False,False,True
38401,19,0,5.94,1,3,6,10,47,5,2,3,0,False,True,False,False,False,True,False
29951,22,1,7.87,1,5,9,4,82,7,3,2,0,False,False,False,False,False,False,False
5508,21,0,7.56,0,4,6,5,79,4,2,1,1,False,False,True,False,True,False,False
23345,22,1,8.41,0,4,6,7,72,3,2,0,1,True,False,False,True,False,False,False
18664,24,1,5.14,1,3,6,7,45,7,2,2,0,False,True,False,False,False,False,False
23846,19,0,5.38,0,3,4,5,65,6,1,2,0,False,False,True,False,False,False,True
32100,18,0,5.65,0,3,4,6,62,5,1,1,0,False,False,False,False,False,False,False
19569,21,1,7.22,0,3,4,3,53,5,1,0,0,True,False,False,False,False,False,False
37475,22,1,6.9,1,3,5,7,85,7,2,2,0,False,False,True,False,True,False,False
24713,19,0,7.62,2,4,7,4,77,6,2,2,0,False,False,True,False,False,True,False
9203,18,1,7.06,1,3,4,7,78,7,1,0,0,False,False,False,True,False,False,False
30208,22,1,7.12,1,5,8,5,70,6,2,0,1,True,False,False,False,False,True,False
7646,22,1,7.17,0,4,6,5,70,7,2,0,1,False,False,False,False,True,False,False
28752,24,0,7.62,0,4,5,7,60,5,2,0,1,True,False,False,False,False,False,True
29798,18,0,6.77,0,4,6,5,59,4,2,2,0,False,False,True,False,False,True,False
49160,19,1,7.25,1,4,6,5,68,6,2,2,0,True,False,False,True,False,False,False
6490,20,0,6.57,0,4,7,9,46,7,2,2,0,False,False,False,False,False,True,False
12014,21,0,6.41,0,3,4,4,60,6,1,2,0,True,False,False,True,False,False,False
33385,20,0,6.61,2,4,8,5,66,6,2,0,1,False,False,False,True,False,False,False
45098,19,1,7.43,1,5,9,5,82,6,3,0,1,True,False,False,False,False,True,False
123,22,0,7.56,0,4,5,7,60,5,2,2,0,False,True,False,True,False,False,False
12799,20,0,8.08,0,3,2,6,83,6,1,0,0,False,True,False,True,False,False,False
42688,23,1,5.86,0,2,3,2,39,4,1,1,0,False,False,True,True,False,False,False
9040,18,1,6.89,0,4,6,6,89,6,2,0,1,True,False,False,False,False,False,True
34079,24,1,7.11,0,4,6,5,72,6,2,0,1,False,False,True,False,False,True,False
30985,20,1,7.64,1,4,7,3,91,4,2,0,0,False,False,True,False,False,False,False
2879,24,1,7.7,1,4,6,3,76,7,2,1,0,False,False,True,False,False,False,True
39197,18,0,7.05,2,5,8,5,68,5,2,0,1,False,False,True,False,False,True,False
48168,24,1,6.47,0,3,4,6,51,8,1,1,0,False,True,False,False,False,False,True
48352,24,0,7.96,2,5,8,6,62,6,2,0,1,False,False,True,False,False,True,False
38742,19,0,4.93,0,2,2,7,60,5,1,1,0,False,False,False,False,False,False,True
535,22,0,6.77,0,3,4,3,73,5,1,0,0,False,True,False,False,False,False,True
15775,20,0,9.0,1,4,5,6,89,6,2,0,1,False,False,True,False,False,False,True
47842,21,1,9.3,1,6,9,5,99,7,3,0,1,False,False,True,False,False,True,False
28762,20,1,5.86,0,3,5,4,46,6,1,2,0,False,True,False,False,False,False,False
4350,20,1,8.0,0,4,4,5,71,6,1,0,0,False,True,False,True,False,False,False
37772,24,0,8.01,2,5,7,5,93,6,2,0,1,False,False,False,False,False,True,False
6402,19,0,7.14,1,4,6,5,64,4,2,2,0,False,True,False,True,False,False,False
34174,20,0,7.02,1,4,5,3,54,5,1,0,0,False,True,False,True,False,False,False
7988,21,1,8.11,1,5,7,7,64,5,2,0,1,True,False,False,False,False,False,True
46910,22,0,8.68,2,6,10,4,84,6,3,0,0,False,True,False,False,False,True,False
35929,19,1,6.54,0,4,8,8,68,5,2,0,1,False,True,False,False,True,False,False
25122,21,0,7.04,0,4,6,9,71,5,2,2,0,False,False,False,False,False,False,False
48656,23,0,8.86,1,5,7,5,100,6,3,0,1,False,False,True,False,False,False,True
19406,18,1,6.71,0,3,4,7,62,5,1,0,0,False,True,False,False,True,False,False
37004,20,1,7.85,1,5,8,4,88,3,3,0,0,False,False,False,False,False,False,True
41120,21,0,7.83,0,3,4,6,92,6,2,0,0,False,False,False,True,False,False,False
152,24,1,6.53,0,3,4,7,76,7,1,0,0,False,False,False,True,False,False,False
41008,18,0,6.47,0,3,4,5,73,6,1,2,0,False,False,False,False,True,False,False
9192,19,0,7.48,0,3,3,7,79,4,1,0,0,False,False,True,False,False,False,True
46158,23,0,8.06,0,4,5,4,86,5,2,0,0,False,False,False,True,False,False,False
12927,18,0,6.24,0,3,4,6,47,6,1,1,0,False,True,False,False,False,False,True
44510,23,0,6.94,0,4,6,4,72,5,2,0,0,False,True,False,False,False,False,True
45414,20,0,7.46,0,3,4,5,82,5,2,0,0,True,False,False,False,False,False,True
16676,21,1,6.93,0,4,8,6,73,7,2,1,1,False,True,False,False,False,False,False
47974,24,0,6.04,0,2,2,5,63,4,1,1,0,False,False,False,False,False,False,True
12534,22,1,8.37,3,5,7,5,60,6,2,1,1,False,False,True,False,False,False,True
8822,23,1,6.82,0,4,6,5,45,5,2,1,0,False,False,False,False,False,True,False
35425,20,0,6.43,0,3,4,8,73,6,1,3,0,True,False,False,True,False,False,False
14969,19,0,6.12,1,4,7,4,65,7,2,3,0,False,True,False,False,True,False,False
14984,22,1,8.74,3,6,10,8,100,4,3,1,1,True,False,False,False,False,False,False
43030,20,1,7.57,1,5,8,5,56,5,2,0,1,False,False,False,False,False,True,False
30562,20,0,6.64,0,3,3,7,65,6,1,1,0,False,True,False,False,True,False,False
39801,20,1,5.12,2,3,5,6,54,5,1,1,0,False,True,False,False,True,False,False
1713,22,1,7.19,2,4,7,6,58,5,2,0,1,False,False,False,False,False,False,False
13038,23,0,6.02,0,3,4,8,43,6,1,1,0,False,False,True,False,True,False,False
25153,21,1,7.07,1,5,8,7,83,7,3,0,1,False,False,False,False,True,False,False
43856,18,1,7.76,1,5,9,4,77,5,3,1,0,False,True,False,False,False,True,False
33717,20,1,7.49,1,4,5,6,95,6,2,2,0,False,True,False,True,False,False,False
1916,19,0,6.23,2,3,5,6,54,7,1,2,0,True,False,False,False,True,False,False
28717,23,1,7.14,2,4,6,6,72,6,2,0,1,False,False,False,False,False,False,True
26567,22,0,6.97,0,5,10,5,67,5,3,1,1,False,False,True,False,False,True,False
23893,20,0,7.7,1,4,6,5,64,5,2,1,1,False,False,False,False,True,False,False
36582,19,0,7.13,2,5,8,9,85,5,3,0,1,False,False,True,False,False,True,False
34738,23,0,5.26,1,3,6,6,59,5,2,1,0,False,True,False,True,False,False,False
26933,19,1,8.35,2,5,9,5,80,7,3,0,1,False,False,False,False,True,False,False
17500,24,0,7.39,1,4,7,6,70,5,2,1,1,False,False,False,False,True,False,False
14775,22,1,8.13,1,4,6,4,91,7,2,0,0,False,True,False,False,True,False,False
32438,24,1,5.57,0,2,3,5,50,5,1,2,0,True,False,False,False,False,False,True
13295,20,1,4.5,0,1,1,7,35,6,0,2,0,False,True,False,False,False,False,True
22051,19,0,8.82,3,6,10,2,94,6,3,0,0,False,False,True,False,False,False,False
37590,23,1,6.94,1,4,7,5,46,4,2,0,0,False,True,False,False,False,True,False
13784,19,1,6.5,1,4,6,4,55,5,2,0,0,False,False,True,False,True,False,False
23825,21,0,6.22,1,4,7,6,63,6,2,2,0,True,False,False,True,False,False,False
6401,23,1,5.03,2,3,5,4,35,5,1,3,0,True,False,False,False,False,False,False
10,22,1,7.3,1,4,7,4,77,4,2,2,0,False,False,False,False,True,False,False
18081,22,0,5.43,0,3,4,6,64,6,1,1,0,False,False,True,False,True,False,False
12807,22,0,5.37,0,3,4,7,73,5,1,1,0,False,False,False,False,False,False,False
46308,18,0,5.36,1,2,1,6,37,5,0,1,0,False,False,True,False,False,False,True
46528,20,0,6.7,1,3,4,6,49,5,1,0,0,False,False,True,False,False,False,False
36967,22,0,6.31,0,3,4,3,60,5,1,1,0,True,False,False,False,True,False,False
3245,20,0,8.61,1,5,7,8,94,5,2,0,1,True,False,False,True,False,False,False
22487,18,0,6.0,0,3,5,8,64,6,2,2,0,False,False,True,False,True,False,False
47808,22,1,7.53,0,4,5,4,68,7,2,1,0,False,False,True,False,False,True,False
8334,22,0,8.4,0,4,5,5,83,5,2,0,1,False,False,True,False,False,False,True
3834,21,0,5.47,2,4,7,4,40,5,2,1,0,False,False,True,False,False,True,False
14903,23,1,6.47,0,5,9,5,63,5,3,3,0,False,False,False,False,False,False,False
22492,23,0,7.81,2,4,7,5,85,4,2,2,0,True,False,False,False,True,False,False
4760,18,0,6.87,0,4,8,6,80,6,3,1,1,False,False,True,False,False,False,False
35009,19,1,6.68,2,4,6,5,73,5,2,1,1,False,False,False,False,False,False,True
44178,24,0,7.22,3,4,7,6,69,6,2,0,1,False,True,False,False,False,False,False
26635,21,0,6.92,1,4,6,4,63,6,2,0,0,False,True,False,False,False,False,True
49328,22,1,8.38,2,5,7,6,83,7,2,0,1,False,True,False,True,False,False,False
27058,21,1,7.25,1,4,6,8,76,5,2,0,1,False,True,False,True,False,False,False
3820,20,1,9.44,1,6,10,8,83,7,3,0,1,False,True,False,False,False,True,False
25904,18,1,7.6,0,4,6,6,70,6,2,1,1,False,False,True,False,False,True,False
30413,18,1,9.52,1,6,9,6,99,6,3,0,1,True,False,False,False,False,False,False
43590,19,0,7.36,1,4,7,6,80,6,2,0,1,False,False,True,False,False,False,False
32086,18,0,8.37,1,5,9,4,80,6,3,0,0,True,False,False,False,True,False,False
25947,20,1,5.64,1,3,6,8,57,5,2,1,0,False,True,False,False,True,False,False
9559,19,1,8.52,2,6,10,4,81,5,3,0,0,True,False,False,False,False,True,False
25338,24,0,6.55,1,4,6,6,72,3,2,0,1,False,False,False,False,False,True,False
37922,20,1,6.87,0,3,5,5,67,5,2,0,1,True,False,False,False,False,False,False
47866,20,0,5.87,0,3,4,7,72,8,1,1,0,False,False,True,False,False,False,True
21772,20,1,6.95,0,2,2,7,76,5,1,1,0,False,False,True,True,False,False,False
48937,22,0,8.89,0,4,6,6,71,6,2,1,1,False,False,True,True,False,False,False
3010,24,0,5.75,1,3,6,6,48,4,2,2,0,True,False,False,False,True,False,False
7650,21,0,7.43,2,4,7,5,60,3,2,2,0,False,True,False,False,True,False,False
37555,20,0,7.0,2,4,5,3,74,5,2,0,0,False,False,True,False,False,False,True
13696,20,0,5.45,1,3,6,4,49,8,2,1,0,False,True,False,False,False,False,False
33113,22,1,7.71,0,4,6,6,76,7,2,0,1,False,False,False,False,False,False,True
37902,18,0,7.03,2,4,7,5,69,6,2,0,1,False,True,False,False,False,True,False
45177,19,0,8.2,0,4,6,5,94,5,2,0,1,False,False,True,False,False,True,False
20213,22,0,7.45,0,4,6,2,53,8,2,1,0,False,True,False,True,False,False,False
